"division","district","thana","post_code","sub_office"
"Barisal","Barguna","Amtali","8710","Amtali"
"Barisal","Barguna","Bamna","8730","Bamna"
"Barisal","Barguna","Barguna Sadar","8700","Barguna Sadar"
"Barisal","Barguna","Barguna Sadar","8701","Nali Bandar"
"Barisal","Barguna","Betagi","8740","Betagi"
"Barisal","Barguna","Betagi","8741","Darul Ulam"
"Barisal","Barguna","Patharghata","8720","Patharghata"
"Barisal","Barguna","Patharghata","8721","Kakchira"
"Barisal","Barisal","Agailzhara","8240","Agailzhara"
"Barisal","Barisal","Agailzhara","8241","Gaila"
"Barisal","Barisal","Agailzhara","8242","Paisarhat"
"Barisal","Barisal","Babuganj","8210","Babuganj"
"Barisal","Barisal","Babuganj","8211","Rahamatpur"
"Barisal","Barisal","Babuganj","8212","Chandpasha"
"Barisal","Barisal","Babuganj","8213","Madhabpasha"
"Barisal","Barisal","Babuganj","8214","Thakur Mallik"
"Barisal","Barisal","Babuganj","8215","Nizamuddin College"
"Barisal","Barisal","Babuganj","8216","Barisal Cadet"
"Barisal","Barisal","Bakerganj","8280","Luxmibardhan"
"Barisal","Barisal","Bakerganj","8281","Charamandi"
"Barisal","Barisal","Bakerganj","8282","Padri Shibpur"
"Barisal","Barisal","Bakerganj","8283","Shialguni"
"Barisal","Barisal","Bakerganj","8284","kalaskati"
"Barisal","Barisal","Banaripara","8530","Banaripara"
"Barisal","Barisal","Banaripara","8531","Chakhar"
"Barisal","Barisal","Barajalia","8260","Barajalia"
"Barisal","Barisal","Barajalia","8261","Osman Manjil"
"Barisal","Barisal","Barisal Sadar","8200","Barisal Sadar"
"Barisal","Barisal","Barisal Sadar","8200","Chandramohon"
"Barisal","Barisal","Barisal Sadar","8201","Bukhainagar"
"Barisal","Barisal","Barisal Sadar","8202","Saheberhat"
"Barisal","Barisal","Barisal Sadar","8203","Sugandia"
"Barisal","Barisal","Barisal Sadar","8204","Patang"
"Barisal","Barisal","Barisal Sadar","8205","Kashipur"
"Barisal","Barisal","Barisal Sadar","8206","Jaguarhat"
"Barisal","Barisal","Gouranadi","8230","Gouranadi"
"Barisal","Barisal","Gouranadi","8231","Tarki Bandar"
"Barisal","Barisal","Gouranadi","8232","Kashemabad"
"Barisal","Barisal","Gouranadi","8233","Batajor"
"Barisal","Barisal","Mahendiganj","8270","Mahendiganj"
"Barisal","Barisal","Mahendiganj","8271","Laskarpur"
"Barisal","Barisal","Mahendiganj","8272","Ulania"
"Barisal","Barisal","Mahendiganj","8273","Nalgora"
"Barisal","Barisal","Mahendiganj","8274","Langutia"
"Barisal","Barisal","Muladi","8250","Muladi"
"Barisal","Barisal","Muladi","8251","Kazirchar"
"Barisal","Barisal","Muladi","8252","Charkalekhan"
"Barisal","Barisal","Uzirpur","8220","Uzirpur"
"Barisal","Barisal","Uzirpur","8221","Dhamura"
"Barisal","Barisal","Uzirpur","8222","Jugirkanda"
"Barisal","Barisal","Uzirpur","8223","Dakuarhat"
"Barisal","Barisal","Uzirpur","8224","Shikarpur"
"Barisal","Bhola","Bhola Sadar","8300","Bhola Sadar"
"Barisal","Bhola","Bhola Sadar","8301","Joynagar"
"Barisal","Bhola","Borhanuddin UPO","8320","Borhanuddin UPO"
"Barisal","Bhola","Borhanuddin UPO","8321","Mirzakalu"
"Barisal","Bhola","Charfashion","8340","Charfashion"
"Barisal","Bhola","Charfashion","8341","Dularhat"
"Barisal","Bhola","Charfashion","8342","Keramatganj"
"Barisal","Bhola","Doulatkhan","8310","Doulatkhan"
"Barisal","Bhola","Doulatkhan","8311","Hajipur"
"Barisal","Bhola","Hajirhat","8360","Hajirhat"
"Barisal","Bhola","Hatshoshiganj","8350","Hatshoshiganj"
"Barisal","Bhola","Lalmohan UPO","8330","Lalmohan UPO"
"Barisal","Bhola","Lalmohan UPO","8331","Daurihat"
"Barisal","Bhola","Lalmohan UPO","8332","Gazaria"
"Barisal","Jhalokati","Jhalokati Sadar","8400","Jhalokati Sadar"
"Barisal","Jhalokati","Jhalokati Sadar","8401","Nabagram"
"Barisal","Jhalokati","Jhalokati Sadar","8402","Baukathi"
"Barisal","Jhalokati","Jhalokati Sadar","8403","Gabha"
"Barisal","Jhalokati","Jhalokati Sadar","8404","Shekherhat"
"Barisal","Jhalokati","Kathalia","8430","Kathalia"
"Barisal","Jhalokati","Kathalia","8431","Amua"
"Barisal","Jhalokati","Kathalia","8432","Niamatee"
"Barisal","Jhalokati","Kathalia","8433","Shoulajalia"
"Barisal","Jhalokati","Nalchhiti","8420","Nalchhiti"
"Barisal","Jhalokati","Nalchhiti","8421","Beerkathi"
"Barisal","Jhalokati","Rajapur","8410","Rajapur"
"Barisal","Patuakhali","Bauphal","8620","Bauphal"
"Barisal","Patuakhali","Bauphal","8621","Bagabandar"
"Barisal","Patuakhali","Bauphal","8622","Birpasha"
"Barisal","Patuakhali","Bauphal","8623","Kalishari"
"Barisal","Patuakhali","Bauphal","8624","Kalaia"
"Barisal","Patuakhali","Dashmina","8630","Dashmina"
"Barisal","Patuakhali","Galachipa","8640","Galachipa"
"Barisal","Patuakhali","Galachipa","8641","Gazipur Bandar"
"Barisal","Patuakhali","Khepupara","8650","Khepupara"
"Barisal","Patuakhali","Khepupara","8651","Mahipur"
"Barisal","Patuakhali","Patuakhali Sadar","8600","Patuakhali Sadar"
"Barisal","Patuakhali","Patuakhali Sadar","8601","Moukaran"
"Barisal","Patuakhali","Patuakhali Sadar","8602","Dumkee"
"Barisal","Patuakhali","Patuakhali Sadar","8603","Rahimabad"
"Barisal","Patuakhali","Subidkhali","8610","Subidkhali"
"Barisal","Pirojpur","Bhandaria","8550","Bhandaria"
"Barisal","Pirojpur","Bhandaria","8551","Kanudashkathi"
"Barisal","Pirojpur","Bhandaria","8552","Dhaoa"
"Barisal","Pirojpur","kaukhali","8510","Kaukhali"
"Barisal","Pirojpur","kaukhali","8511","Keundia"
"Barisal","Pirojpur","kaukhali","8512","Joykul"
"Barisal","Pirojpur","kaukhali","8513","Jolagati"
"Barisal","Pirojpur","Mathbaria","8560","Mathbaria"
"Barisal","Pirojpur","Mathbaria","8561","Tushkhali"
"Barisal","Pirojpur","Mathbaria","8562","Halta"
"Barisal","Pirojpur","Mathbaria","8563","Gulishakhali"
"Barisal","Pirojpur","Mathbaria","8564","Tiarkhali"
"Barisal","Pirojpur","Mathbaria","8565","Betmor Natun Hat"
"Barisal","Pirojpur","Mathbaria","8566","Shilarganj"
"Barisal","Pirojpur","Nazirpur","8540","Nazirpur"
"Barisal","Pirojpur","Nazirpur","8541","Sriramkathi"
"Barisal","Pirojpur","Pirojpur Sadar","8500","Pirojpur Sadar"
"Barisal","Pirojpur","Pirojpur Sadar","8501","Hularhat"
"Barisal","Pirojpur","Pirojpur Sadar","8502","Parerhat"
"Barisal","Pirojpur","Swarupkathi","8520","Swarupkathi"
"Barisal","Pirojpur","Swarupkathi","8521","Darus Sunnat"
"Barisal","Pirojpur","Swarupkathi","8522","Kaurikhara"
"Barisal","Pirojpur","Swarupkathi","8523","Jalabari"
"Chittagong","Bandarban","Alikadam","4650","Alikadam"
"Chittagong","Bandarban","Bandarban Sadar","4600","Bandarban Sadar"
"Chittagong","Bandarban","Naikhong","4660","Naikhong"
"Chittagong","Bandarban","Roanchhari","4610","Roanchhari"
"Chittagong","Bandarban","Ruma","4620","Ruma"
"Chittagong","Bandarban","Thanchi","4630","Thanchi"
"Chittagong","Bandarban","Thanchi","4641","Lama"
"Chittagong","Brahmanbaria","Akhaura","3450","Akhaura"
"Chittagong","Brahmanbaria","Akhaura","3451","Azampur"
"Chittagong","Brahmanbaria","Akhaura","3452","Gangasagar"
"Chittagong","Brahmanbaria","Banchharampur","3420","Banchharampur"
"Chittagong","Brahmanbaria","Brahamanbaria Sadar","3400","Brahamanbaria Sadar"
"Chittagong","Brahmanbaria","Brahamanbaria Sadar","3401","Talshahar"
"Chittagong","Brahmanbaria","Brahamanbaria Sadar","3402","Ashuganj"
"Chittagong","Brahmanbaria","Brahamanbaria Sadar","3403","Ashuganj Share"
"Chittagong","Brahmanbaria","Brahamanbaria Sadar","3404","Poun"
"Chittagong","Brahmanbaria","Kasba","3460","Kasba"
"Chittagong","Brahmanbaria","Kasba","3461","Kuti"
"Chittagong","Brahmanbaria","Kasba","3462","Chandidar"
"Chittagong","Brahmanbaria","Kasba","3463","Chargachh"
"Chittagong","Brahmanbaria","Kasba","3464","Gopinathpur"
"Chittagong","Brahmanbaria","Nabinagar","3410","Nabinagar"
"Chittagong","Brahmanbaria","Nabinagar","3411","Laubfatehpur"
"Chittagong","Brahmanbaria","Nabinagar","3412","Rasullabad"
"Chittagong","Brahmanbaria","Nabinagar","3413","Shamgram"
"Chittagong","Brahmanbaria","Nabinagar","3414","Ratanpur"
"Chittagong","Brahmanbaria","Nabinagar","3415","Shahapur"
"Chittagong","Brahmanbaria","Nabinagar","3417","Kaitala"
"Chittagong","Brahmanbaria","Nabinagar","3418","Salimganj"
"Chittagong","Brahmanbaria","Nabinagar","3419","Jibanganj"
"Chittagong","Brahmanbaria","Nasirnagar","3441","Fandauk"
"Chittagong","Brahmanbaria","Nasirnagar","3443","Nasirnagar"
"Chittagong","Brahmanbaria","Sarail","3430","Sarial"
"Chittagong","Brahmanbaria","Sarail","3431","Shahbajpur"
"Chittagong","Brahmanbaria","Sarail","3432","Chandura"
"Chittagong","Chandpur","Chandpur Sadar","3600","Chandpur Sadar"
"Chittagong","Chandpur","Chandpur Sadar","3601","Puranbazar"
"Chittagong","Chandpur","Chandpur Sadar","3602","Baburhat"
"Chittagong","Chandpur","Chandpur Sadar","3603","Sahatali"
"Chittagong","Chandpur","Faridganj","3650","Faridganj"
"Chittagong","Chandpur","Faridganj","3651","Chandra"
"Chittagong","Chandpur","Faridganj","3652","Rupsha"
"Chittagong","Chandpur","Faridganj","3653","Gridkaliandia"
"Chittagong","Chandpur","Faridganj","3654","Rampurbazar"
"Chittagong","Chandpur","Faridganj","3655","Islampur Shah Isain"
"Chittagong","Chandpur","Hajiganj","3610","Hajiganj"
"Chittagong","Chandpur","Hajiganj","3611","Bolakhal"
"Chittagong","Chandpur","Hayemchar","3660","Hayemchar"
"Chittagong","Chandpur","Hayemchar","3661","Gandamara"
"Chittagong","Chandpur","Kachua","3630","Kachua"
"Chittagong","Chandpur","Kachua","3631","Pak Shrirampur"
"Chittagong","Chandpur","Kachua","3632","Rahima Nagar"
"Chittagong","Chandpur","Kachua","3633","Shachar"
"Chittagong","Chandpur","Matlobganj","3640","Matlobganj"
"Chittagong","Chandpur","Matlobganj","3641","Mohanpur"
"Chittagong","Chandpur","Matlobganj","3642","Kalipur"
"Chittagong","Chandpur","Shahrasti","3620","UNKILA"
"Chittagong","Chandpur","Shahrasti","3621","Khilabazar"
"Chittagong","Chandpur","Shahrasti","3622","Pashchim Kherihar Al"
"Chittagong","Chandpur","Shahrasti","3623","Chotoshi"
"Chittagong","Chandpur","Shahrasti","3624","Islamia Madrasha"
"Chittagong","Chittagong","Anawara","4376","Anowara"
"Chittagong","Chittagong","Anawara","4377","Paroikora"
"Chittagong","Chittagong","Anawara","4378","Battali"
"Chittagong","Chittagong","Boalkhali","4363","Kanungopara"
"Chittagong","Chittagong","Boalkhali","4364","Saroatoli"
"Chittagong","Chittagong","Boalkhali","4365","Iqbal Park"
"Chittagong","Chittagong","Boalkhali","4366","Boalkhali"
"Chittagong","Chittagong","Boalkhali","4367","Sakpura"
"Chittagong","Chittagong","Boalkhali","4368","Kadurkhal"
"Chittagong","Chittagong","Boalkhali","4369","Charandwip"
"Chittagong","Chittagong","Chittagong Sadar","4000","Chittagong GPO"
"Chittagong","Chittagong","Chittagong Sadar","4100","Chittagong Bandar"
"Chittagong","Chittagong","Chittagong Sadar","4202","Pahartoli"
"Chittagong","Chittagong","Chittagong Sadar","4203","Chawkbazar"
"Chittagong","Chittagong","Chittagong Sadar","4204","Patenga"
"Chittagong","Chittagong","Chittagong Sadar","4205","Chittagong Airport"
"Chittagong","Chittagong","Chittagong Sadar","4206","Jaldia Merine Accade"
"Chittagong","Chittagong","Chittagong Sadar","4207","Firozshah"
"Chittagong","Chittagong","Chittagong Sadar","4208","Mohard"
"Chittagong","Chittagong","Chittagong Sadar","4209","Chitt. Politechnic In"
"Chittagong","Chittagong","Chittagong Sadar","4210","Bayezid Bostami"
"Chittagong","Chittagong","Chittagong Sadar","4211","Amin Jute Mills"
"Chittagong","Chittagong","Chittagong Sadar","4212","Chandgaon"
"Chittagong","Chittagong","Chittagong Sadar","4213","Wazedia"
"Chittagong","Chittagong","Chittagong Sadar","4214","Jalalabad"
"Chittagong","Chittagong","Chittagong Sadar","4215","Anandabazar"
"Chittagong","Chittagong","Chittagong Sadar","4216","Halishahar"
"Chittagong","Chittagong","Chittagong Sadar","4217","North Katuli"
"Chittagong","Chittagong","Chittagong Sadar","4218","Chitt. Sailers Colon"
"Chittagong","Chittagong","Chittagong Sadar","4219","Chitt. Customs Acca"
"Chittagong","Chittagong","Chittagong Sadar","4220","Chitt. Cantonment"
"Chittagong","Chittagong","Chittagong Sadar","4221","Al- Amin Baria Madra"
"Chittagong","Chittagong","Chittagong Sadar","4222","Middle Patenga"
"Chittagong","Chittagong","Chittagong Sadar","4223","Export Processing"
"Chittagong","Chittagong","Chittagong Sadar","4224","Rampur TSO"
"Chittagong","Chittagong","Chittagong Sadar","4225","Khulshi"
"Chittagong","Chittagong","Chittagong Sadar","4226","North Halishahar"
"Chittagong","Chittagong","East Joara","4380","East Joara"
"Chittagong","Chittagong","East Joara","4381","Gachbaria"
"Chittagong","Chittagong","East Joara","4382","Dohazari"
"Chittagong","Chittagong","East Joara","4383","Barma"
"Chittagong","Chittagong","Fatikchhari","4350","Fatikchhari"
"Chittagong","Chittagong","Fatikchhari","4351","Nanupur"
"Chittagong","Chittagong","Fatikchhari","4352","Bhandar Sharif"
"Chittagong","Chittagong","Fatikchhari","4353","Najirhat"
"Chittagong","Chittagong","Fatikchhari","4354","Harualchhari"
"Chittagong","Chittagong","Fatikchhari","4355","Narayanhat"
"Chittagong","Chittagong","Hathazari","4330","Hathazari"
"Chittagong","Chittagong","Hathazari","4332","Gorduara"
"Chittagong","Chittagong","Hathazari","4333","Katirhat"
"Chittagong","Chittagong","Hathazari","4334","Mirzapur"
"Chittagong","Chittagong","Hathazari","4336","Madarsha"
"Chittagong","Chittagong","Hathazari","4337","Nuralibari"
"Chittagong","Chittagong","Hathazari","4338","Yunus Nagar"
"Chittagong","Chittagong","Jaldi","4390","Jaldi"
"Chittagong","Chittagong","Jaldi","4391","Khan Bahadur"
"Chittagong","Chittagong","Jaldi","4392","Gunagari"
"Chittagong","Chittagong","Jaldi","4393","Banigram"
"Chittagong","Chittagong","Lohagara","4396","Lohagara"
"Chittagong","Chittagong","Lohagara","4397","Padua"
"Chittagong","Chittagong","Lohagara","4398","Chunti"
"Chittagong","Chittagong","Madarbari","3560","Madarbari"
"Chittagong","Chittagong","Mirsharai","4320","Mirsharai"
"Chittagong","Chittagong","Mirsharai","4321","Abutorab"
"Chittagong","Chittagong","Mirsharai","4322","Darrogahat"
"Chittagong","Chittagong","Mirsharai","4323","Bharawazhat"
"Chittagong","Chittagong","Mirsharai","4324","Joarganj"
"Chittagong","Chittagong","Mirsharai","4325","Azampur"
"Chittagong","Chittagong","Mirsharai","4327","Korerhat"
"Chittagong","Chittagong","Mirsharai","4328","Mohazanhat"
"Chittagong","Chittagong","Patiya","4370","Patiya Head Office"
"Chittagong","Chittagong","Patiya","4371","Budhpara"
"Chittagong","Chittagong","Rangunia","4360","Rangunia"
"Chittagong","Chittagong","Rangunia","4361","Dhamair"
"Chittagong","Chittagong","Raozan","4341","Beenajuri"
"Chittagong","Chittagong","Raozan","4343","Gahira"
"Chittagong","Chittagong","Raozan","4345","Fatepur"
"Chittagong","Chittagong","Raozan","4347","Dewanpur"
"Chittagong","Chittagong","Raozan","4349","B.I.T Post Office"
"Chittagong","Chittagong","Rouzan","4340","Rouzan"
"Chittagong","Chittagong","Rouzan","4342","Kundeshwari"
"Chittagong","Chittagong","Rouzan","4344","jagannath Hat"
"Chittagong","Chittagong","Rouzan","4346","Guzra Noapara"
"Chittagong","Chittagong","Rouzan","4348","Mohamuni"
"Chittagong","Chittagong","Sandwip","4300","Sandwip"
"Chittagong","Chittagong","Sandwip","4301","Shiberhat"
"Chittagong","Chittagong","Sandwipjzhchj","4302","Urirchar"
"Chittagong","Chittagong","Satkania","4386","Satkania"
"Chittagong","Chittagong","Satkania","4387","Baitul Ijjat"
"Chittagong","Chittagong","Satkania","4388","Bazalia"
"Chittagong","Chittagong","Sitakunda","4310","Sitakunda"
"Chittagong","Chittagong","Sitakunda","4311","Baroidhala"
"Chittagong","Chittagong","Sitakunda","4312","Barabkunda"
"Chittagong","Chittagong","Sitakunda","4313","Bawashbaria"
"Chittagong","Chittagong","Sitakunda","4314","Kumira"
"Chittagong","Chittagong","Sitakunda","4315","Bhatiari"
"Chittagong","Chittagong","Sitakunda","4316","Fouzdarhat"
"Chittagong","Chittagong","Sitakunda","4317","Jafrabad"
"Chittagong","Comilla","Barura","3561","Poyalgachha"
"Chittagong","Comilla","Barura","3562","Murdafarganj"
"Chittagong","Comilla","Brahmanpara","3526","Brahmanpara"
"Chittagong","Comilla","Burichang","3520","Burichang"
"Chittagong","Comilla","Burichang","3521","Maynamoti bazar"
"Chittagong","Comilla","Chandina","3510","Chandia"
"Chittagong","Comilla","Chandina","3510","Mohichail"
"Chittagong","Comilla","Chandina","3511","Madhaiabazar"
"Chittagong","Comilla","Chouddagram","3550","Chouddagram"
"Chittagong","Comilla","Chouddagram","3551","Batisa"
"Chittagong","Comilla","Chouddagram","3552","Chiora"
"Chittagong","Comilla","Comilla Sadar","3500","Comilla Sadar"
"Chittagong","Comilla","Comilla Sadar","3501","Comilla Contoment"
"Chittagong","Comilla","Comilla Sadar","3502","Halimanagar"
"Chittagong","Comilla","Comilla Sadar","3503","Courtbari"
"Chittagong","Comilla","Comilla Sadar","3504","Suaganj"
"Chittagong","Comilla","Daudkandi","3516","Daudkandi"
"Chittagong","Comilla","Daudkandi","3517","Gouripur"
"Chittagong","Comilla","Daudkandi","3518","Dashpara"
"Chittagong","Comilla","Daudkandi","3519","Eliotganj"
"Chittagong","Comilla","Davidhar","3530","Davidhar"
"Chittagong","Comilla","Davidhar","3531","Gangamandal"
"Chittagong","Comilla","Davidhar","3532","Barashalghar"
"Chittagong","Comilla","Davidhar","3533","Dhamtee"
"Chittagong","Comilla","Homna","3546","Homna"
"Chittagong","Comilla","Laksam","3570","Laksam"
"Chittagong","Comilla","Laksam","3571","Lakshamanpur"
"Chittagong","Comilla","Laksam","3572","Bipulasar"
"Chittagong","Comilla","Langalkot","3580","Langalkot"
"Chittagong","Comilla","Langalkot","3581","Dhalua"
"Chittagong","Comilla","Langalkot","3582","Chhariabazar"
"Chittagong","Comilla","Langalkot","3583","Gunabati"
"Chittagong","Comilla","Muradnagar","3540","Muradnagar"
"Chittagong","Comilla","Muradnagar","3541","Ramchandarpur"
"Chittagong","Comilla","Muradnagar","3542","Companyganj"
"Chittagong","Comilla","Muradnagar","3543","Bangra"
"Chittagong","Comilla","Muradnagar","3544","Sonakanda"
"Chittagong","Comilla","Muradnagar","3545","Pantibazar"
"Chittagong","Cox's Bazar","Chiringga","4740","Chiringga"
"Chittagong","Cox's Bazar","Chiringga","4741","Chiringga S.O"
"Chittagong","Cox's Bazar","Chiringga","4742","Badarkali"
"Chittagong","Cox's Bazar","Chiringga","4743","Malumghat"
"Chittagong","Cox's Bazar","Coxs Bazar Sadar","4700","Coxs Bazar Sadar"
"Chittagong","Cox's Bazar","Coxs Bazar Sadar","4701","Zhilanja"
"Chittagong","Cox's Bazar","Coxs Bazar Sadar","4702","Eidga"
"Chittagong","Cox's Bazar","Gorakghat","4710","Gorakghat"
"Chittagong","Cox's Bazar","Kutubdia","4720","Kutubdia"
"Chittagong","Cox's Bazar","Ramu","4730","Ramu"
"Chittagong","Cox's Bazar","Teknaf","4760","Teknaf"
